.imp,age,race_ethn,year,var,pop
0,3,White,2007,13804,2232442
0,3,White,2008,13688,2185030
0,3,White,2009,13768,2173516
0,3,White,2010,14694,2185058
0,3,White,2011,14054,2161609
0,3,White,2012,13906,2095878
0,3,White,2013,13748,2085666
0,3,White,2014,13767,2086709
0,3,White,2015,13893,2072669
0,3,White,2016,14040,2068508
0,3,White,2017,8561,2079808
0,3,NA,2001,8,NA
0,3,NA,2002,1729,NA
0,3,NA,2003,1947,NA
0,3,NA,2004,1878,NA
0,3,NA,2005,1915,NA
0,3,NA,2006,2040,NA
0,3,NA,2007,2137,NA
0,3,NA,2008,2491,NA
0,3,NA,2009,2589,NA
0,3,NA,2010,2611,NA
0,3,NA,2011,3006,NA
0,3,NA,2012,3073,NA
0,3,NA,2013,2204,NA
0,3,NA,2014,2466,NA
0,3,NA,2015,2335,NA
0,3,NA,2016,1881,NA
0,3,NA,2017,1218,NA
0,4,AI/AN,2001,1,53798
0,4,AI/AN,2002,349,54742
0,4,AI/AN,2003,625,56395
0,4,AI/AN,2004,578,58604
0,4,AI/AN,2005,660,62141
0,4,AI/AN,2006,623,63454
0,4,AI/AN,2007,605,67107
0,4,AI/AN,2008,555,70217
0,4,AI/AN,2009,517,75092
0,4,AI/AN,2010,598,78341
0,4,AI/AN,2011,702,79990
0,4,AI/AN,2012,716,79340
0,4,AI/AN,2013,816,76882
0,4,AI/AN,2014,756,77268
0,4,AI/AN,2015,798,75847
0,4,AI/AN,2016,793,77503
0,4,AI/AN,2017,461,76452
0,4,Asian/PI,2001,5,176152
0,4,Asian/PI,2002,212,178259
0,4,Asian/PI,2003,528,181333
0,4,Asian/PI,2004,481,192471
0,4,Asian/PI,2005,525,212719
0,4,Asian/PI,2006,528,212586
0,4,Asian/PI,2007,519,223862
0,4,Asian/PI,2008,450,231271
0,4,Asian/PI,2009,476,235860
0,4,Asian/PI,2010,438,236970
0,4,Asian/PI,2011,412,242720
0,4,Asian/PI,2012,458,250110
0,4,Asian/PI,2013,459,244886
0,4,Asian/PI,2014,420,250000
0,4,Asian/PI,2015,499,245742
0,4,Asian/PI,2016,547,254118
0,4,Asian/PI,2017,352,267344
0,4,Black,2000,1,631945
0,4,Black,2001,112,621601
0,4,Black,2002,3257,622148
0,4,Black,2003,7265,617246
0,4,Black,2004,6851,624421
0,4,Black,2005,6965,646661
0,4,Black,2006,7465,631595
0,4,Black,2007,6943,626559
0,4,Black,2008,6996,638943
0,4,Black,2009,6710,654371
0,4,Black,2010,6743,672985
0,4,Black,2011,7177,693575
0,4,Black,2012,7445,698528
0,4,Black,2013,7760,679966
0,4,Black,2014,7902,677312
0,4,Black,2015,7736,679176
0,4,Black,2016,7692,678280
0,4,Black,2017,4733,681363
0,4,Hispanic,2001,92,676480
0,4,Hispanic,2002,2146,685117
0,4,Hispanic,2003,4950,697125
0,4,Hispanic,2004,5242,743723
0,4,Hispanic,2005,5925,810680
0,4,Hispanic,2006,6734,826076
0,4,Hispanic,2007,6339,842336
0,4,Hispanic,2008,6195,858911
0,4,Hispanic,2009,6254,871931
0,4,Hispanic,2010,6686,898069
0,4,Hispanic,2011,6624,919165
0,4,Hispanic,2012,6867,920932
0,4,Hispanic,2013,6778,893401
0,4,Hispanic,2014,6749,911765
0,4,Hispanic,2015,5985,930187
0,4,Hispanic,2016,5905,903451
0,4,Hispanic,2017,3513,900247
0,4,White,2000,1,2364263
0,4,White,2001,175,2299315
0,4,White,2002,6964,2272341
0,4,White,2003,15679,2264774
0,4,White,2004,14416,2257390
0,4,White,2005,14481,2296954
0,4,White,2006,14591,2237169
0,4,White,2007,12872,2238396
0,4,White,2008,12940,2241828
0,4,White,2009,12823,2196203
0,4,White,2010,13079,2190961
0,4,White,2011,13388,2186035
0,4,White,2012,13460,2162534
0,4,White,2013,13730,2097163
0,4,White,2014,13127,2087339
0,4,White,2015,12880,2088383
0,4,White,2016,12989,2074514
0,4,White,2017,8047,2070377
0,4,NA,2001,13,NA
0,4,NA,2002,1657,NA
0,4,NA,2003,1895,NA
0,4,NA,2004,1734,NA
0,4,NA,2005,1810,NA
0,4,NA,2006,1944,NA
0,4,NA,2007,1995,NA
0,4,NA,2008,2204,NA
0,4,NA,2009,2333,NA
0,4,NA,2010,2277,NA
0,4,NA,2011,2751,NA
0,4,NA,2012,2767,NA
0,4,NA,2013,2118,NA
0,4,NA,2014,2200,NA
0,4,NA,2015,2144,NA
0,4,NA,2016,1791,NA
0,4,NA,2017,1197,NA
0,5,AI/AN,2001,5,54881
0,5,AI/AN,2002,347,54840
0,5,AI/AN,2003,568,56018
0,5,AI/AN,2004,550,57885
0,5,AI/AN,2005,630,60442
0,5,AI/AN,2006,606,64353
0,5,AI/AN,2007,601,66008
0,5,AI/AN,2008,557,70132
0,5,AI/AN,2009,518,73584
0,5,AI/AN,2010,593,77837
0,5,AI/AN,2011,609,78319
0,5,AI/AN,2012,686,79917
0,5,AI/AN,2013,704,79382
0,5,AI/AN,2014,743,76908
0,5,AI/AN,2015,714,77347
0,5,AI/AN,2016,748,75837
0,5,AI/AN,2017,424,77594
0,5,Asian/PI,2001,3,178867
0,5,Asian/PI,2002,248,180004
0,5,Asian/PI,2003,481,181859
0,5,Asian/PI,2004,485,184837
0,5,Asian/PI,2005,552,196268
0,5,Asian/PI,2006,493,216994
0,5,Asian/PI,2007,478,216784
0,5,Asian/PI,2008,453,228401
0,5,Asian/PI,2009,487,235839
0,5,Asian/PI,2010,468,240150
0,5,Asian/PI,2011,474,240324
0,5,Asian/PI,2012,526,246396
0,5,Asian/PI,2013,501,253834
0,5,Asian/PI,2014,511,249135
0,5,Asian/PI,2015,486,254520
0,5,Asian/PI,2016,525,250252
0,5,Asian/PI,2017,309,258586
0,5,Black,2001,107,633449
0,5,Black,2002,3305,623726
0,5,Black,2003,7433,624894
0,5,Black,2004,6966,620588
0,5,Black,2005,7175,628661
0,5,Black,2006,7846,651974
0,5,Black,2007,7188,636932
0,5,Black,2008,7213,632499
0,5,Black,2009,6639,646091
0,5,Black,2010,6602,660745
0,5,Black,2011,6893,674734
0,5,Black,2012,7275,695196
0,5,Black,2013,7808,700367
0,5,Black,2014,8096,682028
0,5,Black,2015,7675,679494
0,5,Black,2016,7506,681482
0,5,Black,2017,4620,680601
0,5,Hispanic,2001,70,681955
0,5,Hispanic,2002,2200,681145
0,5,Hispanic,2003,4990,689011
0,5,Hispanic,2004,5177,700651
0,5,Hispanic,2005,5875,747735
0,5,Hispanic,2006,6741,815370
0,5,Hispanic,2007,6185,830719
0,5,Hispanic,2008,6100,847296
0,5,Hispanic,2009,5934,863934
0,5,Hispanic,2010,6250,879055
0,5,Hispanic,2011,6080,901766
0,5,Hispanic,2012,6511,922544
0,5,Hispanic,2013,6741,924384
0,5,Hispanic,2014,6870,897598
0,5,Hispanic,2015,6180,916277
0,5,Hispanic,2016,5825,935027
0,5,Hispanic,2017,3560,908321
0,5,White,2001,156,2360881
0,5,White,2002,6724,2297472
0,5,White,2003,15472,2271786
0,5,White,2004,14110,2265646
0,5,White,2005,14199,2260157
0,5,White,2006,14267,2301891
0,5,White,2007,12361,2243046
0,5,White,2008,12390,2245969
0,5,White,2009,12002,2250817
0,5,White,2010,12049,2206693
0,5,White,2011,12051,2191913
0,5,White,2012,12724,2186995
0,5,White,2013,13201,2163827
0,5,White,2014,13017,2098704
0,5,White,2015,12632,2089020
0,5,White,2016,12187,2090189
0,5,White,2017,7361,2076216
0,5,NA,2001,6,NA
0,5,NA,2002,1587,NA
0,5,NA,2003,1771,NA
0,5,NA,2004,1763,NA
0,5,NA,2005,1824,NA
0,5,NA,2006,1896,NA
0,5,NA,2007,1831,NA
0,5,NA,2008,2022,NA
0,5,NA,2009,2041,NA
0,5,NA,2010,1940,NA
0,5,NA,2011,2368,NA
0,5,NA,2012,2689,NA
0,5,NA,2013,2037,NA
0,5,NA,2014,2083,NA
0,5,NA,2015,2082,NA
0,5,NA,2016,1674,NA
0,5,NA,2017,1088,NA
0,6,AI/AN,2001,2,55424
0,6,AI/AN,2002,290,55795
0,6,AI/AN,2003,551,55838
0,6,AI/AN,2004,524,57098
0,6,AI/AN,2005,652,59155
0,6,AI/AN,2006,538,61872
0,6,AI/AN,2007,542,65988
0,6,AI/AN,2008,504,67829
0,6,AI/AN,2009,495,72227
0,6,AI/AN,2010,532,75881
0,6,AI/AN,2011,556,77860
0,6,AI/AN,2012,623,78298
0,6,AI/AN,2013,686,79871
0,6,AI/AN,2014,699,79326
0,6,AI/AN,2015,679,76940
0,6,AI/AN,2016,684,77273
0,6,AI/AN,2017,390,75836
0,6,Asian/PI,2001,3,175954
0,6,Asian/PI,2002,271,182598
0,6,Asian/PI,2003,518,183414
0,6,Asian/PI,2004,516,185084
0,6,Asian/PI,2005,474,188290
0,6,Asian/PI,2006,517,199905
0,6,Asian/PI,2007,483,220552
0,6,Asian/PI,2008,483,220468
0,6,Asian/PI,2009,506,232144
0,6,Asian/PI,2010,438,239732
0,6,Asian/PI,2011,459,243551
0,6,Asian/PI,2012,455,244012
0,6,Asian/PI,2013,467,250120
0,6,Asian/PI,2014,518,257880
0,6,Asian/PI,2015,514,253332
0,6,Asian/PI,2016,490,258707
0,6,Asian/PI,2017,273,254283
0,6,Black,2000,1,676315
0,6,Black,2001,108,658857
0,6,Black,2002,3321,635534
0,6,Black,2003,7341,626158
0,6,Black,2004,6862,627722
0,6,Black,2005,7086,624288
0,6,Black,2006,7813,632713
0,6,Black,2007,7579,656426
0,6,Black,2008,7157,641349
0,6,Black,2009,6501,638058
0,6,Black,2010,6101,653806
0,6,Black,2011,6476,662606
0,6,Black,2012,6710,676409
0,6,Black,2013,7427,696978
0,6,Black,2014,7720,702265
0,6,Black,2015,7828,684105
0,6,Black,2016,7299,681726
0,6,Black,2017,4478,683682
0,6,Hispanic,2001,82,681148
0,6,Hispanic,2002,2267,684609
0,6,Hispanic,2003,4950,682393
0,6,Hispanic,2004,5098,689048
0,6,Hispanic,2005,5628,700570
0,6,Hispanic,2006,6780,747005
0,6,Hispanic,2007,6233,812882
0,6,Hispanic,2008,6004,827370
0,6,Hispanic,2009,5602,842815
0,6,Hispanic,2010,5880,861629
0,6,Hispanic,2011,5643,882959
0,6,Hispanic,2012,6082,905206
0,6,Hispanic,2013,6251,926008
0,6,Hispanic,2014,6724,928558
0,6,Hispanic,2015,6145,902012
0,6,Hispanic,2016,5899,921072
0,6,Hispanic,2017,3397,939811
0,6,White,2000,2,2429644
0,6,White,2001,110,2401125
0,6,White,2002,6637,2354518
0,6,White,2003,14844,2289958
0,6,White,2004,13453,2263137
0,6,White,2005,13700,2256317
0,6,White,2006,13993,2249834
0,6,White,2007,12300,2290554
0,6,White,2008,11816,2231101
0,6,White,2009,11083,2232956
0,6,White,2010,10979,2241841
0,6,White,2011,11070,2207540
0,6,White,2012,11632,2192729
0,6,White,2013,12481,2188167
0,6,White,2014,12693,2165271
0,6,White,2015,12018,2100343
0,6,White,2016,11905,2090666
0,6,White,2017,6827,2091920
0,6,NA,2001,11,NA
0,6,NA,2002,1798,NA
0,6,NA,2003,1608,NA
0,6,NA,2004,1632,NA
0,6,NA,2005,1655,NA
0,6,NA,2006,1818,NA
0,6,NA,2007,1779,NA
0,6,NA,2008,1873,NA
0,6,NA,2009,1903,NA
0,6,NA,2010,1822,NA
0,6,NA,2011,2154,NA
0,6,NA,2012,2271,NA
0,6,NA,2013,1834,NA
0,6,NA,2014,1971,NA
0,6,NA,2015,1901,NA
0,6,NA,2016,1548,NA
0,6,NA,2017,1001,NA
0,7,AI/AN,2001,5,57453
0,7,AI/AN,2002,310,56654
0,7,AI/AN,2003,481,57257
0,7,AI/AN,2004,501,57494
0,7,AI/AN,2005,616,59150
0,7,AI/AN,2006,504,61455
0,7,AI/AN,2007,501,64619
0,7,AI/AN,2008,445,69265
0,7,AI/AN,2009,446,71407
0,7,AI/AN,2010,471,74771
0,7,AI/AN,2011,454,75933
0,7,AI/AN,2012,567,77851
0,7,AI/AN,2013,610,78294
0,7,AI/AN,2014,636,79897
0,7,AI/AN,2015,652,79389
0,7,AI/AN,2016,680,76899
0,7,AI/AN,2017,339,77315
0,7,Asian/PI,2001,1,174968
0,7,Asian/PI,2002,269,179765
0,7,Asian/PI,2003,584,186251
0,7,Asian/PI,2004,476,186955
0,7,Asian/PI,2005,453,188879
0,7,Asian/PI,2006,436,192283
0,7,Asian/PI,2007,459,204244
0,7,Asian/PI,2008,512,225053
0,7,Asian/PI,2009,396,225205
0,7,Asian/PI,2010,409,237322
0,7,Asian/PI,2011,361,243417
0,7,Asian/PI,2012,416,247420
0,7,Asian/PI,2013,415,247781
0,7,Asian/PI,2014,501,254123
0,7,Asian/PI,2015,484,262185
0,7,Asian/PI,2016,512,257511
0,7,Asian/PI,2017,311,262967
0,7,Black,2000,1,698594
0,7,Black,2001,116,678854
0,7,Black,2002,3269,662429
0,7,Black,2003,7078,639861
0,7,Black,2004,6439,631309
0,7,Black,2005,6471,633901
0,7,Black,2006,7108,631599
0,7,Black,2007,7022,641441
0,7,Black,2008,6897,666434
0,7,Black,2009,5995,652015
0,7,Black,2010,5638,647258
0,7,Black,2011,5782,655556
0,7,Black,2012,5923,664173
0,7,Black,2013,6572,678174
0,7,Black,2014,7121,698919
0,7,Black,2015,6949,704247
0,7,Black,2016,6974,686236
0,7,Black,2017,4117,683775
0,7,Hispanic,2001,64,674670
0,7,Hispanic,2002,2251,684767
0,7,Hispanic,2003,4875,687718
0,7,Hispanic,2004,4750,685283
0,7,Hispanic,2005,5377,692618
0,7,Hispanic,2006,6301,704874
0,7,Hispanic,2007,5841,751196
0,7,Hispanic,2008,5530,817248
0,7,Hispanic,2009,5212,831735
0,7,Hispanic,2010,5355,846471
0,7,Hispanic,2011,5191,865467
0,7,Hispanic,2012,5271,886516
0,7,Hispanic,2013,5831,908913
0,7,Hispanic,2014,6258,930398
0,7,Hispanic,2015,5808,933277
0,7,Hispanic,2016,5650,907152
0,7,Hispanic,2017,3335,926184
0,7,White,2000,1,2493893
0,7,White,2001,137,2426104
0,7,White,2002,6466,2398745
0,7,White,2003,14240,2353095
0,7,White,2004,12725,2289605
0,7,White,2005,12925,2263749
0,7,White,2006,13073,2258547
0,7,White,2007,11750,2253243
0,7,White,2008,11364,2295291
0,7,White,2009,10823,2236662
0,7,White,2010,10354,2237145
